B B
C1=CNCCCN1 C1=[CH:1]NCCCN1
C1=CNCCCN1 C1=[CH:1][NH:1]CCCN1
C1=CNCCCN1 C1CN[CH:1]=[CH:1]NC1
C1=CNCCCNC1 C1=CNC[CH2:1]CNC1
C1=CNCCCNC1 C1=CN[CH2:1]CCNC1
C1=CNCCCNC1 C1=C[CH2:1]NCCCN1
C1=CNCCCNC1 C1=C[NH:1]CCCNC1
C1=CNCCCNC1 C1=[CH:1]CNCCCN1
C1=CNCCCNC1 C1=[CH:1]NCCCNC1
C1=CNCCCNC1 C1=[CH:1][CH2:1]NCCCN1
C1=CNCCCNC1 C1CNC[CH:1]=[CH:1]NC1
C1=CNCCCNC=CC=[NH+]CCC=CC[NH+]=C1 C1=CNCCCNC=CC=[NH+]C[CH2:1]C=CC[NH+]=C1
C1=CNCCCNC=CC=[NH+]CCC=CC[NH+]=C1 C1=CNCCCNC=CC=[NH+]C[CH2:1][CH:1]=[CH:1]C[NH+]=C1
C1=CNCCCNC=CC=[NH+]CCC=CC[NH+]=C1 C1=CNCCCNC=CC=[NH+]C[CH:1]=CCC[NH+]=C1
C1=CNCCCNC=CC=[NH+]CCCCC[NH+]=C1 C1=CNCCCN[CH:1]=CC=[NH+]CCCCC[NH+]=C1
C1=CNCCCNC=CC=[NH+]CCCC[NH+]=C1 C1=CNCCCN[CH:1]=CC=[NH+]CCCC[NH+]=C1
C1=CNCCCNC=CC=[NH+]CCC[NH+]=C1 C1=CNCCCN[CH:1]=CC=[NH+]CCC[NH+]=C1
C1=CNCCCNCC=CCNSN=CC1 C1=C[NH:1]CCCNCC=CCNSN=CC1
C1=CNCCCNCCCCCCNSNCC1 C1=C[NH:1]CCCNCCCCCCNSNCC1
C1=CNCCCNCCCCCNSN=CC1 C1=CNCCCNCCCCC[NH:1]SN=CC1
C1=CNCCCNCCCCCOC=C1 C1=C[CH:1]=CNCCCNCCCCCO1
C1=CNCCCNCCCCNCCNCCC1 C1=CNCCCNCCCCNC[CH2:1]NCCC1
C1=CNCCCNCCCCNCCNCCC1 C1=CNCCCNCCC[CH2:1]NCCNCCC1
C1=CNCCCNCCCCNSN=CC1 C1=C[NH:1]CCCNCCCCNSN=CC1
C1=CNCCCNCCCCNSNCC1 C1=CNCCC[NH:1]CCCCNSNCC1
C1=CNCCCNCCCCNSNCC1 C1=C[NH:1]CCCNCCCCNSNCC1
C1=CNCCCNCCCNC1 C1=CNCCC[NH:1]CCCNC1
C1=CNCCCNCCCNC1 C1=CN[CH2:1]CCNCCCNC1
C1=CNCCCNCCCNC1 C1=C[NH:1]CCCNCCCNC1
C1=CNCCCNCCCNC1 C1=C[NH:1][CH2:1]CCNCCCNC1
C1=CNCCCNCCCNC=CNCCCNCCCN1 C1=CNCCC[NH:1]CCCNC=CNCCCNCCCN1
C1=CNCCCNCCCNSNCC1 C1=C[NH:1]CCCNCCCNSNCC1
C1=CNCCCNCCC[NH2+]CCCCC[NH+]=C1 C1=CNCCCNCC[CH2:1][NH2+]CCCCC[NH+]=C1
C1=CNCCCNCCC[NH2+]CCCC[NH+]=C1 C1=CNCCCNCC[CH2:1][NH2+]CCCC[NH+]=C1
C1=CNCCCNCCC[NH2+]CCC[NH+]=C1 C1=CNCCCNCC[CH2:1][NH2+]CCC[NH+]=C1
C1=CNCCCNCCNC1 C1=CN[CH2:1]CCNCCNC1
C1=CNCCCNCCNC1 C1=C[NH:1]CCCNCCNC1
C1=CNCCCNCCNC1 C1=C[NH:1][CH2:1]CCNCCNC1
C1=CNCCCNCCNCCC1 C1=CNCCCNCCNC[CH2:1]C1
C1=CNCCCNCCNCCNSN=CC1 C1=CNC[CH2:1]CNCCNCCNSN=CC1
C1=CNCCCNCCNCCNSNCC1 C1=CNC[CH2:1]CNCCNCCNSNCC1
C1=CNCCCNCCNCCNSNCC1 C1=C[NH:1]CCCNCCNCCNSNCC1
C1=CNCCCNCCOCCNC1 C1=CN[CH2:1]CCNCCOCCNC1
C1=CNCCCNCCOCCNC1 C1=C[NH:1]CCCNCCOCCNC1
C1=CNCCCNCCOCCNC1 C1=C[NH:1][CH2:1]CCNCCOCCNC1
C1=CNCCCNCCOCCNSN=CC1 C1=C[NH:1]CCCNCCOCCNSN=CC1
C1=CNCCCNCCOCCNSNCC1 C1=CNCCC[NH:1]CCOCCNSNCC1
C1=CNCCCNCCOCCNSNCC1 C1=C[NH:1]CCCNCCOCCNSNCC1
C1=CNCCCOCC=CCOCCCNCCSCCOC=C1 C1=CNCCCOCC=[CH:1]COCCCNCCSCCOC=C1
C1=CNCCCOCCCCCCOC=CCNC1 C1=CNCCCOCCCCCCOC=[CH:1]CNC1
C1=CNCCCOCCCCCCOC=CCNC1 C1=CNCCCOCCCCCCO[CH:1]=CCNC1
C1=CNCCCOCCCCCCOC=CCNC1 C1=CNCCCOCCCCCCO[CH:1]=[CH:1]CNC1
C1=CNCCCOCCNC=CCC1 C1=CNCCO[CH2:1]CCNC=CCC1
C1=CNCCCOCCNCCCCCNSNCC1 C1=CNCCCOCCNCCCCC[NH:1]SNCC1
C1=CNCCCOCCNCCCCNSNCC1 C1=CNCCCOCCNCCCC[NH:1]SNCC1
C1=CNCCCOCCNCCCCNSNCC1 C1=CNCCCOCC[NH:1]CCCCNSNCC1
C1=CNCCCOCCNCCCCNSNCC1 C1=CNCC[CH2:1]OCCNCCCCNSNCC1
C1=CNCCCOCCNCCCCNSNCC1 C1=CNC[CH2:1]COCCNCCCCNSNCC1
C1=CNCCCOCCNCCCCNSNCC1 C1=CNC[CH2:1][CH2:1]OCCNCCCCNSNCC1
C1=CNCCCOCCNCCNCCNSNCC1 C1=CNCCCOCCNCCNCC[NH:1]SNCC1
C1=CNCCCOCCNCCNCCNSNCC1 C1=CNCCCOCCNCC[NH:1]CCNSNCC1
C1=CNCCCOCCNCCOCCNSNCC1 C1=CNCCCOCC[NH:1]CCOCCNSNCC1
C1=CNCCCOCCNCCOCCNSNCC1 C1=CNCC[CH2:1]OCCNCCOCCNSNCC1
C1=CNCCCOCCNCCOCCNSNCC1 C1=CNC[CH2:1]COCCNCCOCCNSNCC1
C1=CNCCCOCCNCCOCCNSNCC1 C1=CNC[CH2:1][CH2:1]OCCNCCOCCNSNCC1
C1=CNCCCOCCNCCOCCNSNCC1 C1=[CH:1]NCCCOCCNCCOCCNSNCC1
C1=CNCCN1 C1=CN[CH2:1]CN1
C1=CNCCN1 C1=CN[CH2:1][CH2:1]N1
C1=CNCCN1 C1=C[NH:1]CCN1
C1=CNCCN1 C1=C[NH:1][CH2:1]CN1
C1=CNCCN1 C1=[CH:1]NCCN1
C1=CNCCN1 C1CN[CH:1]=[CH:1]N1
C1=CNCCN=C1 C1=CNC[CH2:1]N=C1
C1=CNCCN=C1 C1=CN[CH2:1]CN=C1
C1=CNCCN=C1 C1=CN[CH2:1][CH2:1]N=C1
C1=CNCCN=C1 C1=C[CH:1]=NCCN1
C1=CNCCN=C1 C1=C[NH:1]CCN=C1
C1=CNCCN=C1 C1=C[NH:1][CH2:1]CN=C1
C1=CNCCN=C1 C1=NCCNC=[CH:1]1
C1=CNCCN=C1 C1=NCCN[CH:1]=C1
C1=CNCCN=C1 C1=NCCN[CH:1]=[CH:1]1
C1=CNCCN=C1 C1=NCC[NH:1][CH:1]=C1
C1=CNCCN=C1 C1=[CH:1][CH:1]=NCCN1
C1=CNCCN=CC=CNCCN=C1 C1=CNCCN=C[CH:1]=CNCCN=C1
C1=CNCCN=CC=CNCCN=C1 C1=CNCCN=[CH:1]C=CNCCN=C1
C1=CNCCN=CCNC=CCCNCCC1 C1=CNCCN=CCNC=CC[CH2:1]NCCC1
C1=CNCCN=CNCCC=CCNCCNCC=CCOC=C1 C1=CNCCN=[CH:1]NCCC=CCNCCNCC=CCOC=C1
C1=CNCCN=CNCCC=CCNCCNCCCCCCOC=C1 C1=CNCCN=[CH:1]NCCC=CCNCCNCCCCCCOC=C1
C1=CNCCNC1 C1=CNCC[NH:1]C1
C1=CNCCNC1 C1=CNC[CH2:1]NC1
C1=CNCCNC1 C1=CN[CH2:1]CNC1
C1=CNCCNC1 C1=CN[CH2:1][CH2:1]NC1
C1=CNCCNC1 C1=C[CH2:1]NCCN1
C1=CNCCNC1 C1=C[CH2:1][NH:1]CCN1
C1=CNCCNC1 C1=C[NH:1]CCNC1
C1=CNCCNC1 C1=C[NH:1][CH2:1]CNC1
C1=CNCCNC1 C1=[CH:1]CNCCN1
C1=CNCCNC1 C1=[CH:1]NCCNC1
C1=CNCCNC1 C1=[CH:1][CH2:1]NCCN1
C1=CNCCNC1 C1=[CH:1][NH:1]CCNC1
C1=CNCCNC1 C1CN[CH:1]=[CH:1]CN1
C1=CNCCNCC1 C1=[CH:1]CCNCCN1
C1=CNCCNCC1 C1=[CH:1]NCCNCC1
C1=CNCCNCC1 C1CN[CH:1]=[CH:1]CCN1
C1=CNCCNCCC1 C1=CNC[CH2:1]NCCC1
C1=CNCCNCCC1 C1=CN[CH2:1]CNCCC1
C1=CNCCNCCC1 C1=C[NH:1]CCNCCC1
C1=CNCCNCCC1 C1=[CH:1]CCCNCCN1
C1=CNCCNCCCC1 C1=[CH:1]CCCCNCCN1
C1=CNCCNCCCCCCNCC1 C1=CNC[CH2:1]NCCCCCCNCC1
C1=CNCCNCCCCCNSNCC1 C1=CNCCNCCCCC[NH:1]SNCC1
C1=CNCCNCCCCCNSNCC1 C1=[CH:1]NCCNCCCCCNSNCC1
C1=CNCCNCCCCNC1 C1=CNCC[NH:1]CCCCNC1
C1=CNCCNCCCCNC1 C1=CNC[CH2:1]NCCCCNC1
C1=CNCCNCCCCNC1 C1=CNC[CH2:1][NH:1]CCCCNC1
C1=CNCCNCCCCNC1 C1=CN[CH2:1]CNCCCCNC1
C1=CNCCNCCCCNC1 C1=C[NH:1]CCNCCCCNC1
C1=CNCCNCCCCNC1 C1=C[NH:1][CH2:1]CNCCCCNC1
C1=CNCCNCCCCNCCNCCC1 C1=CNCCNCCCCNC[CH2:1]NCCC1
C1=CNCCNCCCCNCCNCCC1 C1=CNCCNCCC[CH2:1]NCCNCCC1
C1=CNCCNCCCCNSNCC1 C1=CNCCNCCCC[NH:1]SNCC1
C1=CNCCNCCCCNSNCC1 C1=CNCC[NH:1]CCCCNSNCC1
C1=CNCCNCCNCCNCCNCCC1 C1=CNCCNCCNCCN[CH2:1]CNCCC1
C1=CNCCNCCNCCNCCNCCCCCCNCCC1 C1=CNCCNCCNCCNCCNC[CH2:1]CCCCNCCC1
C1=CNCCNCCNCCNSNCC1 C1=[CH:1]NCCNCCNCCNSNCC1
C1=CNCCNCCOCCCNCC=NC1 C1=CNCCNCCO[CH2:1]CCNCC=NC1
C1=CNCCNCCOCCCNCC=NC1 C1=CNCCN[CH2:1]COCCCNCC=NC1
C1=CNCCNCNCCC=CCNN=C1 C1=CNCCNCN[CH2:1]CC=CCNN=C1
C1=CNCCNNCCNCCNSNCC1 C1=C[CH2:1]CNSNCCNCCNNCCN1
C1=CNCCOC1 C1=CNC[CH2:1]OC1
C1=CNCCOC1 C1=[CH:1]COCCN1
C1=CNCCOC1 C1=[CH:1]NCCOC1
C1=CNCCOC1 C1COC[CH:1]=[CH:1]N1
C1=CNCCOCC1 C1=[CH:1]CCOCCN1
C1=CNCCOCC1 C1=[CH:1]NCCOCC1
C1=CNCCOCC1 C1COCC[CH:1]=[CH:1]N1
C1=CNCCOCCCNCCNCCNC1 C1=CNCCOCCCNCCN[CH2:1]CNC1
C1=CNCCOCCCNCCNCCNC1 C1=CNCCO[CH2:1]CCNCCNCCNC1
C1=CNCCOCCCNCCNCCNC1 C1=CNCCO[CH2:1][CH2:1][CH2:1][NH:1][CH2:1][CH2:1][NH:1][CH2:1]CNC1
C1=CNCCOCCNC=CC=[NH+]CCC=CC[NH+]=C1 C1=CNCCOCCNC=CC=[NH+]C[CH:1]=CCC[NH+]=C1
C1=CNCCOCCNC=CC=[NH+]CCCCC[NH+]=C1 C1=CNCCOCCNC=CC=[NH+:1]CCCCC[NH+]=C1
C1=CNCCOCCNC=CC=[NH+]CCCCC[NH+]=C1 C1=CNCCOCCN[CH:1]=CC=[NH+]CCCCC[NH+]=C1
C1=CNCCOCCNC=CC=[NH+]CCOCC[NH+]=C1 C1=CNCCOCCNC=CC=[NH+:1]CCOCC[NH+]=C1
C1=CNCCOCCNC=CC=[NH+]CCOCC[NH+]=C1 C1=CNCCOCCN[CH:1]=CC=[NH+]CCOCC[NH+]=C1
C1=CNCCOCCNC=CC=[NH+]CCSCC[NH+]=C1 C1=CNCCOCCN[CH:1]=CC=[NH+]CCSCC[NH+]=C1
C1=CNCCOCCNCC=C[NH2+]CC=CCC[NH+]=C1 C1=CNCCOCCNCC=C[NH2+]C[CH:1]=CCC[NH+]=C1
C1=CNCCOCCNCC=C[NH2+]CCC=CC[NH+]=C1 C1=CNCCOCCNCC=C[NH2+]CCC=[CH:1]C[NH+]=C1
C1=CNCCOCCNCC=C[NH2+]CCCCC[NH+]=C1 C1=CNCCOCCNCC=C[NH2+]CCCCC[NH+:1]=C1
C1=CNCCOCCNCC=C[NH2+]CCCCC[NH+]=C1 C1=CNCCOCCNC[CH:1]=C[NH2+]CCCCC[NH+]=C1
C1=CNCCOCCNCC=C[NH2+]CCOCC[NH+]=C1 C1=CNCCOCCNCC=C[NH2+]CCOCC[NH+:1]=C1
C1=CNCCOCCNCC=C[NH2+]CCOCC[NH+]=C1 C1=CNCCOCCNC[CH:1]=C[NH2+]CCOCC[NH+]=C1
C1=CNCCOCCNCCC[NH2+]CCCCC[NH+]=C1 C1=CNCCOCCNCC[CH2:1][NH2+]CCCCC[NH+]=C1
C1=CNCCOCCNCCC[NH2+]CCOCC[NH+]=C1 C1=CNCCOCCNCC[CH2:1][NH2+]CCOCC[NH+]=C1
C1=CNCCOCCNCCC[NH2+]CCSCC[NH+]=C1 C1=CNCCOCCNCC[CH2:1][NH2+]CCSCC[NH+]=C1
C1=CNCCSC1 C1=CNC[CH2:1]SC1
C1=CNCCSC1 C1=CN[CH2:1]CSC1
C1=CNCCSC1 C1=C[CH2:1]SCCN1
C1=CNCCSC1 C1=[CH:1]CSCCN1
C1=CNCCSC1 C1=[CH:1]NCCSC1
C1=CNCCSC1 C1CSC[CH:1]=[CH:1]N1
C1=CNCCSCCNC=CC=[NH+]CCCCC[NH+]=C1 C1=CNCCSCCN[CH:1]=CC=[NH+]CCCCC[NH+]=C1
C1=CNCCSCCNC=CC=[NH+]CCOCC[NH+]=C1 C1=CNCCSCCN[CH:1]=CC=[NH+]CCOCC[NH+]=C1
C1=CNCCSCCNCCC[NH2+]CCCCC[NH+]=C1 C1=CNCCSCCNCC[CH2:1][NH2+]CCCCC[NH+]=C1
C1=CNCCSCCNCCC[NH2+]CCOCC[NH+]=C1 C1=CNCCSCCNCC[CH2:1][NH2+]CCOCC[NH+]=C1
C1=CNCC[NH+]=C1 C1=CN[CH2:1]C[NH+]=C1
C1=CNCC[NH+]=C1 C1=[NH+]CCNC=[CH:1]1
C1=CNCC[NH+]=C1 C1=[NH+]CCN[CH:1]=C1
C1=CNCC[NH+]=C1 C1=[NH+]CCN[CH:1]=[CH:1]1
C1=CNCC[NH+]=CCNC=CCCNCCC1 C1=CNCC[NH+]=CCNC=CC[CH2:1]NCCC1
C1=CNCC[NH2+]C1 C1=[CH:1]C[NH2+]CCN1
C1=CNCC[NH2+]C1 C1=[CH:1]NCC[NH2+]C1
C1=CNCC[NH2+]C1 C1C[NH2+]C[CH:1]=[CH:1]N1
C1=CNCN1 C1=CN[CH2:1]N1
C1=CNCN1 C1=C[NH:1]CN1
C1=CNCN1 C1=C[NH:1][CH2:1]N1
C1=CNCN1 C1=[CH:1]NCN1
C1=CNCN1 C1N[CH:1]=[CH:1]N1
C1=CNCN=C1 C1=CN[CH2:1]N=C1
C1=CNCN=C1 C1=C[CH:1]=NCN1
C1=CNCN=C1 C1=C[NH:1]CN=C1
C1=CNCN=C1 C1=C[NH:1][CH2:1]N=C1
C1=CNCN=C1 C1=NCNC=[CH:1]1
C1=CNCN=C1 C1=NCN[CH:1]=C1
C1=CNCN=C1 C1=NCN[CH:1]=[CH:1]1
C1=CNCN=C1 C1=NC[NH:1][CH:1]=C1
C1=CNCN=C1 C1=[CH:1][CH:1]=NCN1
C1=CNCN=CC1 C1=NCN[CH:1]=CC1
C1=CNCN=CCOCCOCC=CCNCC1 C1=CNCN=CCOCCOCC=CC[NH:1]CC1
C1=CNCN=CCOCCOCC=CCOCC1 C1=CNCN=CCOCCOCC=[CH:1]COCC1
C1=CNCN=CCSCCOCC=CCNCC1 C1=CNCN=CCSCCOCC=CC[NH:1]CC1
C1=CNCN=CNCC=CCOCCCC1 C1=CNCN=[CH:1]NCC=CCOCCCC1
C1=CNCN=CNCC=CCOCCCC1 C1=CN[CH2:1]N=CNCC=CCOCCCC1
C1=CNCN=CNCC=CCOCCCC1 C1=CN[CH2:1][N:1]=[CH:1]NCC=CCOCCCC1
C1=CNCN=CNCCC=COCCCC1 C1=CNCN=[CH:1]NCCC=COCCCC1
C1=CNCN=CNCCC=COCCCC1 C1=CN[CH2:1]N=CNCCC=COCCCC1
C1=CNCN=CNCCC=COCCCC1 C1=CN[CH2:1][N:1]=[CH:1]NCCC=COCCCC1
C1=CNCN=CNCCCOCC=CCNCC1 C1=CNCN=CNCCCOCC=CC[NH:1]CC1
C1=CNCN=N1 C1=CN[CH2:1]N=N1
C1=CNCN=N1 C1=C[NH:1]CN=N1
C1=CNCN=N1 C1=C[NH:1][CH2:1]N=N1
C1=CNCN=N1 C1=[CH:1]N=NCN1
C1=CNCN=N1 C1=[CH:1]NCN=N1
C1=CNCN=N1 C1N=N[CH:1]=[CH:1]N1
C1=CNCNC1 C1=CNC[NH:1]C1
C1=CNCNC1 C1=CN[CH2:1]NC1
C1=CNCNC1 C1=CN[CH2:1][NH:1]C1
C1=CNCNC1 C1=C[CH2:1]NCN1
C1=CNCNC1 C1=C[CH2:1][NH:1]CN1
C1=CNCNC1 C1=C[NH:1]CNC1
C1=CNCNC1 C1=C[NH:1][CH2:1]NC1
C1=CNCNC1 C1=C[NH:1][CH2:1][NH:1]C1
C1=CNCNC1 C1=[CH:1]CNCN1
C1=CNCNC1 C1=[CH:1]NCNC1
C1=CNCNC1 C1=[CH:1][CH2:1]NCN1
C1=CNCNC1 C1=[CH:1][NH:1]CNC1
C1=CNCNC1 C1NC[CH:1]=[CH:1]N1
C1=CNCNCC1 C1=CNCN[CH2:1]C1
C1=CNCNCC1 C1=CN[CH2:1]NCC1
C1=CNCNCC1 C1=C[CH2:1]CNCN1
C1=CNCNCCC1 C1=[CH:1]CCCNCN1
C1=CNCNCCC1 C1=[CH:1]NCNCCC1
C1=CNCNCCC1 C1CNCN[CH:1]=[CH:1]C1
C1=CNCNCCCCCCC1 C1=CNCNC[CH2:1]CCCCC1
C1=CNCNCCSCCCSCCNCNC=C1 C1=CNCNCCSCCCSCCN[CH2:1]NC=C1
C1=CNCNCCSCCSCCNCNC=C1 C1=CNCNCCSCCSCCN[CH2:1]NC=C1
C1=CNCNCN1 C1=CNC[NH:1]CN1
C1=CNCNCN1 C1=CN[CH2:1]NCN1
C1=CNCNCN1 C1=CN[CH2:1][NH:1][CH2:1]N1
C1=CNCNN=C1 C1=C[CH:1]=NNCN1
C1=CNCNN=C1 C1=C[NH:1]CNN=C1
C1=CNCNN=C1 C1=NNCNC=[CH:1]1
C1=CNCNN=C1 C1=NNCN[CH:1]=C1
C1=CNCNN=C1 C1=NNCN[CH:1]=[CH:1]1
C1=CNCNN=C1 C1=NNC[NH:1][CH:1]=C1
C1=CNCNN=N1 C1=CNC[NH:1]N=N1
C1=CNCNN=N1 C1=C[NH:1]CNN=N1
C1=CNCNNC1 C1=CN[CH2:1]NNC1
C1=CNCOC1 C1=CN[CH2:1]OC1
C1=CNCOC1 C1=C[CH2:1]OCN1
C1=CNCOC1 C1=C[NH:1]COC1
C1=CNCOC1 C1=C[NH:1][CH2:1]OC1
C1=CNCOC1 C1=[CH:1]COCN1
C1=CNCOC1 C1=[CH:1]NCOC1
C1=CNCOC1 C1=[CH:1][NH:1]COC1
C1=CNCOC1 C1N[CH:1]=[CH:1]CO1
C1=CNCOCC1 C1=[CH:1]CCOCN1
C1=CNCOCC1 C1=[CH:1]NCOCC1
C1=CNCOCC1 C1C[CH:1]=[CH:1]NCO1
C1=CNCOCCOPCPOCCOCNC1 C1=CNCOCCOPCPOCCOC[NH:1]C1
C1=CNCOCCOPCPOCCOCNC1 C1=[CH:1]CNCOCCOPCPOCCOCN1
C1=CNCOCCOPOPOCCCCCC[NH+]=C1 C1=CNCOCCOPO[PH:1]OCCCCCC[NH+]=C1
C1=CNCOCCOPOPOCCCCCNC1 C1=[CH:1]CNCCCCCOPOPOCCOCN1
C1=CNCOCCOPOPOCCCCNC1 C1=[CH:1]CNCCCCOPOPOCCOCN1
C1=CNCOCCOPOPOCCCC[NH+]=C1 C1=CNCOCCOPOPO[CH2:1]CCC[NH+]=C1
C1=CNCOCCOPOPOCCOCCNC1 C1=[CH:1]CNCCOCCOPOPOCCOCN1
C1=CNCOCCOPOPOCCOCNC1 C1=CNCOCCOPO[PH:1]OCCOCNC1
C1=CNCOCCOPOPOCCOCNC1 C1=[CH:1]CNCOCCOPOPOCCOCN1
C1=CNCOCN1 C1=CN[CH2:1]OCN1
C1=CNCOCN1 C1=CN[CH2:1][O:1][CH2:1]N1
C1=CNCOCN1 C1=[CH:1]NCOCN1
C1=CNCPCNC1 C1=CNC[PH:1]CNC1
C1=CNCSC1 C1=CN[CH2:1]SC1
C1=CNCSC1 C1=C[CH2:1]SCN1
C1=CNCSC1 C1=C[NH:1]CSC1
C1=CNCSC1 C1=C[NH:1][CH2:1]SC1
C1=CNCSC1 C1=[CH:1]CSCN1
C1=CNCSC1 C1=[CH:1]NCSC1
C1=CNCSC1 C1N[CH:1]=[CH:1]CS1
C1=CNCSC=C1 C1=C[CH:1]=CNCS1
C1=CNCSCC1 C1=CN[CH2:1]SCC1
C1=CNCSCC1 C1=C[NH:1]CSCC1
C1=CNCSCC1 C1=C[NH:1][CH2:1]SCC1
C1=CNCSCC1 C1=[CH:1]CCSCN1
C1=CNCSCN1 C1=CN[CH2:1]SCN1
C1=CNC[NH+]=C1 C1=C[CH:1]=[NH+]CN1
C1=CNC[NH+]=C1 C1=[NH+]CNC=[CH:1]1
C1=CNC[NH+]=C1 C1=[NH+]CN[CH:1]=C1
C1=CNC[NH+]=C1 C1=[NH+]CN[CH:1]=[CH:1]1
C1=CNC[SH+]C1 C1=CN[CH2:1][SH+]C1
C1=CNC[SH+]C1 C1=C[NH:1]C[SH+]C1
C1=CNC[SH+]C1 C1=C[NH:1][CH2:1][SH+]C1
C1=CNC[SH+]C1 C1=[CH:1]C[SH+]CN1
C1=CNN1 C1=C[NH:1]N1
C1=CNN1 C1=C[NH:1][NH:1]1
C1=CNN1 C1=[CH:1]NN1
C1=CNN1 N1N[CH:1]=[CH:1]1
C1=CNN=C1 C1=C[CH:1]=NN1
C1=CNN=C1 C1=C[NH:1]N=C1
C1=CNN=C1 C1=NNC=[CH:1]1
C1=CNN=C1 C1=NN[CH:1]=C1
C1=CNN=C1 C1=NN[CH:1]=[CH:1]1
C1=CNN=C1 C1=N[NH:1][CH:1]=C1
C1=CNN=C1 C1=N[NH:1][CH:1]=[CH:1]1
C1=CNN=C1 C1=[CH:1][CH:1]=NN1
C1=CNN=C1 N1=[CH:1][CH:1]=[CH:1]N1
C1=CNN=CC1 C1=CNN=[CH:1]C1
C1=CNN=CC1 C1=C[CH2:1]C=NN1
C1=CNN=CC1 C1=C[CH2:1][CH:1]=NN1
C1=CNN=CC1 C1=C[NH:1]N=CC1
C1=CNN=CC1 C1=NNC=[CH:1]C1
C1=CNN=CC1 C1=NNC=[CH:1][CH2:1]1
C1=CNN=CC1 C1=NN[CH:1]=CC1
C1=CNN=CC1 C1=NN[CH:1]=[CH:1]C1
C1=CNN=CC1 C1=N[NH:1][CH:1]=CC1
C1=CNN=CCC1 C1=CNN=C[CH2:1]C1
C1=CNN=CCC1 C1=C[CH2:1]CC=NN1
C1=CNN=CCC1 C1=C[CH2:1][CH2:1]C=NN1
C1=CNN=CN1 C1=CN[CH:1]=NN1
C1=CNN=CN1 C1=C[NH:1]C=NN1
C1=CNN=CN1 C1=C[NH:1][CH:1]=NN1
C1=CNN=CN1 C1=NNC=[CH:1]N1
C1=CNN=CN1 C1=NN[CH:1]=CN1
C1=CNN=CN1 C1=NN[CH:1]=[CH:1]N1
C1=CNN=N1 C1=CN[N:1]=N1
C1=CNN=N1 C1=C[NH:1]N=N1
C1=CNN=N1 C1=[CH:1]N=NN1
C1=CNN=N1 C1=[CH:1]NN=N1
C1=CNN=N1 C1=[CH:1][NH:1]N=N1
C1=CNN=N1 N1=N[CH:1]=[CH:1]N1
C1=CNN=N1 N1=N[NH:1][CH:1]=[CH:1]1
C1=CNN=NC1 C1=C[CH2:1]N=NN1
C1=CNN=NC1 C1=[CH:1]CN=NN1
C1=CNN=NC1 C1=[CH:1][CH2:1]N=NN1
C1=CNNC1 C1=CN[NH:1]C1
C1=CNNC1 C1=C[CH2:1]NN1
C1=CNNC1 C1=C[CH2:1][NH:1]N1
C1=CNNC1 C1=C[NH:1]NC1
C1=CNNC1 C1=C[NH:1][NH:1]C1
C1=CNNC1 C1=[CH:1]CNN1
C1=CNNC1 C1=[CH:1]NNC1
C1=CNNC1 C1=[CH:1][CH2:1]NN1
C1=CNNC1 C1=[CH:1][NH:1]NC1
C1=CNNC1 C1NN[CH:1]=[CH:1]1
C1=CNNC=C1 C1=CNN[CH:1]=C1
C1=CNNC=C1 C1=CN[NH:1]C=C1
C1=CNNC=C1 C1=C[CH:1]=CNN1
C1=CNNC=C1 C1=C[CH:1]=[CH:1]NN1
C1=CNNC=N1 C1=CNN[CH:1]=N1
C1=CNNC=N1 C1=CN[NH:1]C=N1
C1=CNNC=N1 C1=C[NH:1]NC=N1
C1=CNNC=N1 C1=C[NH:1][NH:1]C=N1
C1=CNNC=N1 C1=NC=[CH:1]NN1
C1=CNNC=N1 C1=N[CH:1]=CNN1
C1=CNNC=N1 C1=N[CH:1]=[CH:1]NN1
C1=CNNC=NN1 C1=CNN[CH:1]=NN1
C1=CNNCC1 C1=CNN[CH2:1]C1
C1=CNNCC1 C1=CN[NH:1]CC1
C1=CNNCC1 C1=C[CH2:1]CNN1
C1=CNNCC1 C1=C[CH2:1][CH2:1]NN1
C1=CNNCC1 C1=C[NH:1]NCC1
C1=CNNCC1 C1=C[NH:1][NH:1]CC1
C1=CNNCC1 C1=[CH:1]CCNN1
C1=CNNCC1 C1=[CH:1]NNCC1
C1=CNNCC1 C1C[CH:1]=[CH:1]NN1
C1=CNNCCC1 C1=CNN[CH2:1]CC1
C1=CNNCCC1 C1=CN[NH:1]CCC1
C1=CNNCCC1 C1=[CH:1]CCCNN1
C1=CNNCCC1 C1=[CH:1]NNCCC1
C1=CNNCN1 C1=CN[CH2:1]NN1
C1=CNNCN1 C1=C[NH:1]CNN1
C1=CNNCN1 C1=C[NH:1]NCN1
C1=CNNCN1 C1=C[NH:1][CH2:1]NN1
C1=CNNCN=C1 C1=CNN[CH2:1]N=C1
C1=CNNCN=C1 C1=CN[NH:1]CN=C1
C1=CNNCN=C1 C1=CN[NH:1][CH2:1]N=C1
C1=CNNCN=C1 C1=NCNNC=[CH:1]1
C1=CNNCN=C1 C1=NCNN[CH:1]=C1
C1=CNNCN=C1 C1=NCNN[CH:1]=[CH:1]1
C1=CNNN1 C1=CN[NH:1]N1
C1=CNNN1 C1=C[NH:1]NN1
C1=CNNN1 C1=[CH:1]NNN1
C1=CNNN=C1 C1=CN[NH:1]N=C1
